epoch,step,train_mse,tuning_dockq_mae,tuning_hit_rate_023,tuning_rank_regret,tuning_rank_spearman,val_loss,val_pearson_corr,val_rank_regret,val_rank_spearman,val_spearman_corr
28,666,,0.2506575286388397,0.6840579509735107,0.10842093080282211,-0.03540494292974472,0.09074943512678146,0.5998784899711609,0.032524459064006805,0.4444444477558136,0.5799512267112732
28,666,0.09064051508903503,,,,,,,,,
29,689,,0.2545989453792572,0.6845410466194153,0.1199227124452591,-0.0660468190908432,0.0927252247929573,0.599632203578949,0.03174496442079544,0.4444444477558136,0.5845454931259155
29,689,0.09969395399093628,,,,,,,,,
30,712,,0.22977811098098755,0.6840579509735107,0.12255504727363586,-0.05811465531587601,0.090299591422081,0.6010809540748596,0.03174496442079544,0.3888888955116272,0.5912021398544312
30,712,0.09419022500514984,,,,,,,,,
31,735,,0.2201700061559677,0.6840579509735107,0.13324801623821259,-0.10049629956483841,0.0918566882610321,0.6081101298332214,0.02892453968524933,0.5,0.5987809896469116
31,735,0.08770440518856049,,,,,,,,,
32,758,,0.23410020768642426,0.6840579509735107,0.1289720982313156,-0.1617782711982727,0.11747932434082031,0.5655316114425659,0.03174496442079544,0.4444444477558136,0.5975905060768127
32,758,0.0928271934390068,,,,,,,,,
33,781,,0.2533167600631714,0.6845410466194153,0.12440159171819687,-0.11376741528511047,0.1330878734588623,0.5624422430992126,0.03174496442079544,0.3888888955116272,0.6124464273452759
33,781,0.09802363067865372,,,,,,,,,
34,804,,0.22694836556911469,0.6835748553276062,0.12334124743938446,-0.08048209547996521,0.0961172804236412,0.6213449835777283,0.02874894253909588,0.6666666865348816,0.6054880023002625
34,804,0.08146680146455765,,,,,,,,,
35,827,,0.22196383774280548,0.6835748553276062,0.11405563354492188,-0.03952723741531372,0.08262820541858673,0.6473464965820312,0.02892453968524933,0.4444444477558136,0.6284257769584656
35,827,0.08710965514183044,,,,,,,,,
36,850,,0.2361934632062912,0.6850241422653198,0.1130342185497284,-0.08068595081567764,0.08399111777544022,0.643342912197113,0.02892453968524933,0.5,0.6239321231842041
36,850,0.08421768993139267,,,,,,,,,
37,873,,0.2285672277212143,0.6850241422653198,0.10752782970666885,-0.05129577964544296,0.09596837311983109,0.6245643496513367,0.034090809524059296,0.3333333432674408,0.6136369109153748
37,873,0.08878778666257858,,,,,,,,,
38,896,,0.21394990384578705,0.6845410466194153,0.12169608473777771,-0.11105278134346008,0.088083915412426,0.6227046251296997,0.034090809524059296,0.2777777910232544,0.6124632358551025
38,896,0.08239104598760605,,,,,,,,,
39,919,,0.21648359298706055,0.6840579509735107,0.10207129269838333,-0.0005134360399097204,0.09870876371860504,0.610607922077179,0.02892453968524933,0.4444444477558136,0.6170575022697449
39,919,0.07316064834594727,,,,,,,,,
40,942,,0.22624681890010834,0.6850241422653198,0.10087403655052185,-0.05323497951030731,0.1053716242313385,0.6176599860191345,0.03174496442079544,0.3888888955116272,0.631091833114624
40,942,0.086150161921978,,,,,,,,,
41,965,,0.2198847234249115,0.6855072379112244,0.11777380108833313,-0.0631667897105217,0.11038452386856079,0.5897729396820068,0.03156936913728714,0.6111111044883728,0.6111721396446228
41,965,0.0767817422747612,,,,,,,,,
42,988,,0.21201300621032715,0.6845410466194153,0.11976698786020279,-0.10484535247087479,0.09478742629289627,0.6090062856674194,0.03174496442079544,0.3888888955116272,0.6190528273582458
42,988,0.06811308115720749,,,,,,,,,
43,1011,,0.22189471125602722,0.6855072379112244,0.1103757992386818,-0.03328186646103859,0.11941231787204742,0.5777509808540344,0.006180476862937212,0.6666666865348816,0.621685266494751
43,1011,0.07530932873487473,,,,,,,,,
44,1034,,0.23774971067905426,0.6855072379112244,0.11115073412656784,-0.03227367252111435,0.11637257784605026,0.5594139099121094,0.03174496442079544,0.4444444477558136,0.6029896140098572
44,1034,0.09932973235845566,,,,,,,,,
45,1057,,0.2085915058851242,0.6850241422653198,0.11020504683256149,-0.02318999357521534,0.08694041520357132,0.6239323019981384,0.03174496442079544,0.3888888955116272,0.6190863251686096
45,1057,0.08074656873941422,,,,,,,,,
46,1080,,0.22247450053691864,0.6855072379112244,0.10713046789169312,0.050129637122154236,0.07979308813810349,0.6619599461555481,0.03174496442079544,0.3888888955116272,0.6374969482421875
46,1080,0.08038142323493958,,,,,,,,,
47,1103,,0.22628521919250488,0.6835748553276062,0.10530085116624832,0.016120724380016327,0.09288827329874039,0.6005124449729919,0.02892453968524933,0.5,0.6056891679763794
47,1103,0.08075769245624542,,,,,,,,,
48,1126,,0.21101625263690948,0.6835748553276062,0.11950168758630753,-0.03751196712255478,0.09935474395751953,0.6061075329780579,0.03609996661543846,0.2777777910232544,0.6040794849395752
48,1126,0.07449402660131454,,,,,,,,,
49,1149,,0.2159457802772522,0.6859903335571289,0.12002948671579361,-0.0748506560921669,0.09274163842201233,0.6311305165290833,0.033915214240550995,0.5,0.6301193237304688
49,1149,0.09448438137769699,,,,,,,,,
50,1172,,0.20778243243694305,0.6859903335571289,0.11538396775722504,-0.10504402220249176,0.08548860251903534,0.638394832611084,0.034090809524059296,0.2777777910232544,0.6277551054954529
50,1172,0.0687796026468277,,,,,,,,,
51,1195,,0.2005874663591385,0.6840579509735107,0.1087551862001419,0.009355864487588406,0.07784523814916611,0.6696825623512268,0.034090809524059296,0.2777777910232544,0.6328859329223633
51,1195,0.08055199682712555,,,,,,,,,
52,1218,,0.24865557253360748,0.6840579509735107,0.1158066838979721,0.026046065613627434,0.10150260478258133,0.6185806393623352,0.033915214240550995,0.4444444477558136,0.6328020691871643
52,1218,0.06773065775632858,,,,,,,,,
53,1241,,0.22418592870235443,0.6835748553276062,0.11871451884508133,0.0014067977899685502,0.08895181864500046,0.6185179948806763,0.03174496442079544,0.3333333432674408,0.6185330152511597
53,1241,0.07210074365139008,,,,,,,,,
54,1264,,0.22088001668453217,0.6830917596817017,0.10739556699991226,0.018148714676499367,0.09165865927934647,0.6161890029907227,0.03174496442079544,0.3333333432674408,0.631829559803009
54,1264,0.06281723827123642,,,,,,,,,
55,1287,,0.1987331360578537,0.6850241422653198,0.09466024488210678,0.006454989314079285,0.0840807631611824,0.6387450695037842,0.03174496442079544,0.4444444477558136,0.6327517628669739
55,1287,0.08491729944944382,,,,,,,,,
56,1310,,0.202637180685997,0.6855072379112244,0.1129131019115448,-0.09420263022184372,0.09186390787363052,0.6073707342147827,0.034090809524059296,0.2222222238779068,0.6201594471931458
56,1310,0.0828765407204628,,,,,,,,,
57,1333,,0.20368656516075134,0.6840579509735107,0.11923723667860031,-0.06534306704998016,0.08204811066389084,0.6484651565551758,0.034090809524059296,0.3333333432674408,0.6328859329223633
57,1333,0.06549955904483795,,,,,,,,,
58,1356,,0.20022693276405334,0.6840579509735107,0.12346997112035751,-0.0271426010876894,0.09251824021339417,0.6089395880699158,0.033915214240550995,0.5,0.5990828275680542
58,1356,0.06872718036174774,,,,,,,,,
59,1379,,0.2140028476715088,0.6850241422653198,0.10236326605081558,0.034146975725889206,0.08252338320016861,0.6646591424942017,0.034090809524059296,0.3333333432674408,0.6272017955780029
59,1379,0.05587135627865791,,,,,,,,,
60,1402,,0.2032855898141861,0.6845410466194153,0.12211224436759949,-0.09621050208806992,0.0866771712899208,0.6377270221710205,0.03174496442079544,0.3888888955116272,0.6290796995162964
60,1402,0.07031872868537903,,,,,,,,,
61,1425,,0.22267578542232513,0.6845410466194153,0.1229151040315628,-0.08835391700267792,0.1053539365530014,0.5928568243980408,0.03174496442079544,0.4444444477558136,0.6038950681686401
61,1425,0.09944131970405579,,,,,,,,,
62,1448,,0.20101869106292725,0.6845410466194153,0.11434606462717056,-0.08734248578548431,0.08595328778028488,0.6369400024414062,0.03174496442079544,0.3888888955116272,0.6174263954162598
62,1448,0.07919307053089142,,,,,,,,,
63,1471,,0.19955825805664062,0.6850241422653198,0.11980661004781723,-0.07174866646528244,0.08272311836481094,0.6476304531097412,0.035918645560741425,0.3333333432674408,0.6233788132667542
63,1471,0.07728389650583267,,,,,,,,,
64,1494,,0.22993725538253784,0.6855072379112244,0.1093372330069542,0.009404076263308525,0.09253863245248795,0.6130426526069641,0.03174496442079544,0.5555555820465088,0.616873025894165
64,1494,0.07441553473472595,,,,,,,,,
65,1517,,0.22229298949241638,0.6855072379112244,0.12360100448131561,-0.07889140397310257,0.09185599535703659,0.5934497714042664,0.035918645560741425,0.1666666716337204,0.5937340259552002
65,1517,0.0882871001958847,,,,,,,,,
66,1540,,0.21856898069381714,0.6855072379112244,0.1087397113442421,-0.0006320667453110218,0.09257616847753525,0.6259016990661621,0.03174496442079544,0.5,0.608439028263092
66,1540,0.08139489591121674,,,,,,,,,
67,1563,,0.23133039474487305,0.6850241422653198,0.10360755771398544,-0.04162437841296196,0.09408840537071228,0.615909993648529,0.03174496442079544,0.4444444477558136,0.6254579424858093
67,1563,0.08674023300409317,,,,,,,,,
68,1586,,0.21874630451202393,0.6840579509735107,0.09598369151353836,0.022248759865760803,0.0809989720582962,0.6566674113273621,0.03174496442079544,0.3888888955116272,0.6387377381324768
68,1586,0.0796985998749733,,,,,,,,,
69,1609,,0.21076905727386475,0.6850241422653198,0.09683167189359665,-0.004003473091870546,0.07813858240842819,0.6739162802696228,0.03362634405493736,0.3888888955116272,0.6525037884712219
69,1609,0.0790439248085022,,,,,,,,,
70,1632,,0.21030119061470032,0.6845410466194153,0.09329385310411453,0.034689247608184814,0.07948228716850281,0.6654093861579895,0.03174496442079544,0.5,0.6219871044158936
70,1632,0.07449261844158173,,,,,,,,,
71,1655,,0.21354293823242188,0.6835748553276062,0.097008116543293,0.051466163247823715,0.0824945718050003,0.6479681134223938,0.03362634405493736,0.3888888955116272,0.6229093074798584
71,1655,0.07474130392074585,,,,,,,,,
72,1678,,0.22726650536060333,0.6850241422653198,0.08524306863546371,0.04994163289666176,0.08590784668922424,0.6728942394256592,0.03174496442079544,0.5,0.6575340032577515
72,1678,0.06544135510921478,,,,,,,,,
73,1701,,0.19558708369731903,0.6840579509735107,0.09346262365579605,0.058245185762643814,0.08939513564109802,0.6228124499320984,0.034090809524059296,0.2777777910232544,0.6489490866661072
73,1701,0.07537070661783218,,,,,,,,,
74,1724,,0.19797469675540924,0.6840579509735107,0.09307186305522919,0.03789221867918968,0.07876384258270264,0.6637557148933411,0.03174496442079544,0.5,0.6489323377609253
74,1724,0.07400168478488922,,,,,,,,,
75,1747,,0.19296005368232727,0.6840579509735107,0.08893659710884094,0.056533630937337875,0.08416163921356201,0.6478932499885559,0.03174496442079544,0.5,0.6414875984191895
75,1747,0.06295359879732132,,,,,,,,,
76,1770,,0.19789105653762817,0.6835748553276062,0.08678800612688065,0.04668962582945824,0.07230155915021896,0.6993991732597351,0.0345894955098629,0.4444444477558136,0.6592778563499451
76,1770,0.06721918284893036,,,,,,,,,
77,1793,,0.1863880157470703,0.6845410466194153,0.0846659317612648,0.0874495729804039,0.08100048452615738,0.6635298132896423,0.03174496442079544,0.4444444477558136,0.6575843095779419
77,1793,0.06740079075098038,,,,,,,,,
78,1816,,0.20088723301887512,0.6850241422653198,0.08061294257640839,0.09782998263835907,0.0831400528550148,0.6616705060005188,0.034090809524059296,0.3333333432674408,0.6735133528709412
78,1816,0.0615709088742733,,,,,,,,,
79,1839,,0.19302313029766083,0.6840579509735107,0.08878844231367111,0.0590970478951931,0.07438522577285767,0.7078308463096619,0.034090809524059296,0.3333333432674408,0.6687178611755371
79,1839,0.05620307847857475,,,,,,,,,
80,1862,,0.19391560554504395,0.6840579509735107,0.07773558050394058,0.10618763417005539,0.07734143733978271,0.6751517057418823,0.036935340613126755,0.2777777910232544,0.6540631651878357
80,1862,0.08756506443023682,,,,,,,,,
81,1885,,0.18894526362419128,0.6835748553276062,0.07701513916254044,0.07734009623527527,0.0747741088271141,0.6849803328514099,0.036935340613126755,0.2777777910232544,0.6557399034500122
81,1885,0.07462972402572632,,,,,,,,,
82,1908,,0.1842145174741745,0.6850241422653198,0.07469703257083893,0.12985417246818542,0.07888974249362946,0.6680276393890381,0.036935340613126755,0.2777777910232544,0.6414205431938171
82,1908,0.059696175158023834,,,,,,,,,
83,1931,,0.1838124543428421,0.6845410466194153,0.07989510148763657,0.08104511350393295,0.07453452050685883,0.6880568861961365,0.036935340613126755,0.2777777910232544,0.6506258249282837
83,1931,0.056141968816518784,,,,,,,,,
84,1954,,0.19953788816928864,0.6840579509735107,0.07360813021659851,0.09841031581163406,0.07291722297668457,0.6983799934387207,0.036935340613126755,0.2777777910232544,0.664911687374115
84,1954,0.07433242350816727,,,,,,,,,
85,1977,,0.18051470816135406,0.6840579509735107,0.08095814287662506,0.08139906078577042,0.07648274302482605,0.6807898879051208,0.036935340613126755,0.2777777910232544,0.6460651159286499
85,1977,0.06690602749586105,,,,,,,,,
86,2000,,0.18055859208106995,0.6835748553276062,0.07825100421905518,0.10936133563518524,0.07615673542022705,0.6813923120498657,0.036935340613126755,0.2777777910232544,0.6523696780204773
86,2000,0.06036563962697983,,,,,,,,,
87,2023,,0.17864440381526947,0.6850241422653198,0.07840836048126221,0.11949823051691055,0.08078237622976303,0.667709469795227,0.036935340613126755,0.2777777910232544,0.6491000056266785
87,2023,0.06868138909339905,,,,,,,,,
88,2046,,0.18313296139240265,0.6850241422653198,0.07498949766159058,0.1300186812877655,0.07950514554977417,0.6761979460716248,0.036935340613126755,0.2777777910232544,0.6622121334075928
88,2046,0.07776188850402832,,,,,,,,,
89,2069,,0.1767730563879013,0.6850241422653198,0.07518453896045685,0.12182317674160004,0.08188754320144653,0.6601470708847046,0.036935340613126755,0.2777777910232544,0.6547170877456665
89,2069,0.0515071339905262,,,,,,,,,
90,2092,,0.18331168591976166,0.6845410466194153,0.07558242976665497,0.1620912104845047,0.09369264543056488,0.6246039271354675,0.034090809524059296,0.3333333432674408,0.6570142507553101
90,2092,0.05362972617149353,,,,,,,,,
91,2115,,0.18941263854503632,0.6855072379112244,0.07345586270093918,0.16289246082305908,0.07044654339551926,0.7110726833343506,0.04110902175307274,0.0555555559694767,0.6698245406150818
91,2115,0.07377267628908157,,,,,,,,,
92,2138,,0.18789111077785492,0.6850241422653198,0.06694115698337555,0.1732092946767807,0.06884881854057312,0.7168088555335999,0.036935340613126755,0.2777777910232544,0.6789460182189941
92,2138,0.06021032854914665,,,,,,,,,
93,2161,,0.1758674830198288,0.6845410466194153,0.0742419883608818,0.14200857281684875,0.07806120812892914,0.6817367672920227,0.036935340613126755,0.2777777910232544,0.6687346696853638
93,2161,0.07259580492973328,,,,,,,,,
94,2184,,0.18569093942642212,0.6850241422653198,0.07816467434167862,0.13771042227745056,0.0712430477142334,0.7074276804924011,0.0345894955098629,0.4444444477558136,0.6759781837463379
94,2184,0.05107329040765762,,,,,,,,,
95,2207,,0.17960895597934723,0.6850241422653198,0.06683023273944855,0.14998024702072144,0.08002068102359772,0.6932460069656372,0.0345894955098629,0.3888888955116272,0.6793987154960632
95,2207,0.05642987787723541,,,,,,,,,
96,2230,,0.18083681166172028,0.6850241422653198,0.06447605043649673,0.17945076525211334,0.0915207490324974,0.6500524282455444,0.036935340613126755,0.2777777910232544,0.6688855290412903
96,2230,0.05859171599149704,,,,,,,,,
97,2253,,0.18287108838558197,0.6845410466194153,0.06758008897304535,0.1601361781358719,0.07305894792079926,0.697410523891449,0.036935340613126755,0.2777777910232544,0.6741505265235901
97,2253,0.05415378138422966,,,,,,,,,
98,2276,,0.17412231862545013,0.6840579509735107,0.0716596245765686,0.16813798248767853,0.08892016857862473,0.6520700454711914,0.036935340613126755,0.2777777910232544,0.673882246017456
98,2276,0.05955412983894348,,,,,,,,,
99,2299,,0.20778363943099976,0.6845410466194153,0.0644131600856781,0.14990699291229248,0.09191136807203293,0.651211678981781,0.036935340613126755,0.2777777910232544,0.6594119668006897
99,2299,0.07892343401908875,,,,,,,,,
100,2322,,0.1851292848587036,0.6859903335571289,0.07057926803827286,0.1812470406293869,0.07167794555425644,0.7040020227432251,0.036935340613126755,0.2777777910232544,0.6917563080787659
100,2322,0.07889755815267563,,,,,,,,,
101,2345,,0.18733912706375122,0.6845410466194153,0.0632699579000473,0.189222514629364,0.08102733641862869,0.6799787878990173,0.036935340613126755,0.2777777910232544,0.6952438950538635
101,2345,0.06692858785390854,,,,,,,,,
102,2368,,0.19383813440799713,0.6855072379112244,0.0758492648601532,0.15867021679878235,0.07123342901468277,0.7032685279846191,0.036935340613126755,0.2777777910232544,0.6839091777801514
102,2368,0.05606440082192421,,,,,,,,,
103,2391,,0.18182265758514404,0.6850241422653198,0.07869702577590942,0.06283696740865707,0.09208553284406662,0.640461802482605,0.008701917715370655,0.3888888955116272,0.6908508539199829
103,2391,0.06114151328802109,,,,,,,,,
104,2414,,0.19253018498420715,0.6859903335571289,0.08325179666280746,0.11921349912881851,0.06896000355482101,0.7158347368240356,0.036935340613126755,0.2777777910232544,0.6904987692832947
104,2414,0.09058903902769089,,,,,,,,,
105,2437,,0.1849706768989563,0.6855072379112244,0.07361392676830292,0.139779195189476,0.0764538124203682,0.6945887804031372,0.036935340613126755,0.2777777910232544,0.6760619878768921
105,2437,0.05791979283094406,,,,,,,,,
106,2460,,0.1778445839881897,0.6855072379112244,0.07776191830635071,0.14218316972255707,0.08233459293842316,0.6642563343048096,0.036935340613126755,0.2777777910232544,0.6871117353439331
106,2460,0.06144700199365616,,,,,,,,,
107,2483,,0.18010225892066956,0.6855072379112244,0.07853672653436661,0.14188836514949799,0.07071518152952194,0.7066210508346558,0.036935340613126755,0.2777777910232544,0.674787700176239
107,2483,0.04997305944561958,,,,,,,,,
108,2506,,0.19041915237903595,0.6850241422653198,0.08078975230455399,0.16038759052753448,0.06856594979763031,0.7185311913490295,0.036935340613126755,0.2777777910232544,0.6823498010635376
108,2506,0.06441038101911545,,,,,,,,,
109,2529,,0.17614340782165527,0.6845410466194153,0.07348211854696274,0.2104467898607254,0.08730549365282059,0.6683406829833984,0.036935340613126755,0.2777777910232544,0.6958643198013306
109,2529,0.05579132214188576,,,,,,,,,
110,2552,,0.192732572555542,0.6855072379112244,0.07129237055778503,0.13104096055030823,0.0768081545829773,0.694160521030426,0.036935340613126755,0.2777777910232544,0.6883692741394043
110,2552,0.075335294008255,,,,,,,,,
111,2575,,0.1783650666475296,0.6845410466194153,0.0764009952545166,0.2101927250623703,0.07813547551631927,0.6851807832717896,0.036935340613126755,0.2777777910232544,0.6932150721549988
111,2575,0.061587829142808914,,,,,,,,,
112,2598,,0.18093620240688324,0.6855072379112244,0.07272186130285263,0.1713741570711136,0.0694660097360611,0.7144925594329834,0.036935340613126755,0.2777777910232544,0.6943552494049072
112,2598,0.06625834107398987,,,,,,,,,
113,2621,,0.17683400213718414,0.6855072379112244,0.07514019310474396,0.17890968918800354,0.06982450187206268,0.7139607667922974,0.036935340613126755,0.2777777910232544,0.6947744488716125
113,2621,0.054791729897260666,,,,,,,,,
114,2644,,0.17066963016986847,0.6855072379112244,0.07582248747348785,0.19097355008125305,0.07440632581710815,0.701208770275116,0.036935340613126755,0.2777777910232544,0.690565824508667
114,2644,0.05379989370703697,,,,,,,,,
115,2667,,0.17473244667053223,0.6855072379112244,0.07550419121980667,0.1919233649969101,0.07135956734418869,0.7130604982376099,0.0345894955098629,0.3888888955116272,0.6977925896644592
115,2667,0.06809891760349274,,,,,,,,,
116,2690,,0.1810484081506729,0.6845410466194153,0.07132716476917267,0.1720392107963562,0.06216362863779068,0.7476434111595154,0.0345894955098629,0.3888888955116272,0.699268102645874
116,2690,0.06418915838003159,,,,,,,,,
117,2713,,0.17672567069530487,0.6840579509735107,0.06803950667381287,0.17984363436698914,0.07357586920261383,0.6996617317199707,0.0345894955098629,0.2777777910232544,0.6921586990356445
117,2713,0.06987149268388748,,,,,,,,,
118,2736,,0.17221567034721375,0.6845410466194153,0.07292356342077255,0.19006073474884033,0.07772842794656754,0.6859714388847351,0.0345894955098629,0.3888888955116272,0.6844792366027832
118,2736,0.052608564496040344,,,,,,,,,
119,2759,,0.1806824654340744,0.6840579509735107,0.06601875275373459,0.15881429612636566,0.07157929986715317,0.7029193639755249,0.036935340613126755,0.1666666716337204,0.686575174331665
119,2759,0.0633801817893982,,,,,,,,,
120,2782,,0.18200884759426117,0.6845410466194153,0.07185006886720657,0.110538050532341,0.07635541260242462,0.6977295279502869,0.0345894955098629,0.2777777910232544,0.6951768398284912
120,2782,0.06247849762439728,,,,,,,,,
121,2805,,0.17353256046772003,0.6855072379112244,0.07501734793186188,0.17014536261558533,0.06789948791265488,0.7265545129776001,0.0345894955098629,0.3888888955116272,0.6948918104171753
121,2805,0.05491279438138008,,,,,,,,,
122,2828,,0.21059468388557434,0.6850241422653198,0.07651244848966599,0.160340815782547,0.12019732594490051,0.6071954369544983,0.03174496442079544,0.4444444477558136,0.6749218106269836
122,2828,0.06230708211660385,,,,,,,,,
123,2851,,0.20440933108329773,0.6850241422653198,0.07406116276979446,0.13045109808444977,0.07083991914987564,0.7193828821182251,0.0345894955098629,0.3888888955116272,0.693651020526886
123,2851,0.06283138692378998,,,,,,,,,
124,2874,,0.17412596940994263,0.6855072379112244,0.07491226494312286,0.17946554720401764,0.06169294938445091,0.7495520114898682,0.036935340613126755,0.2777777910232544,0.7226250767707825
124,2874,0.06339456886053085,,,,,,,,,
125,2897,,0.18505805730819702,0.6845410466194153,0.07526014000177383,0.13032342493534088,0.061472389847040176,0.7536881566047668,0.036935340613126755,0.2777777910232544,0.7115250825881958
