epoch,step,train_mse,val_loss,val_pearson_corr,val_spearman_corr
142,2305,,0.04395902156829834,0.8329330682754517,0.7589592337608337
142,2305,0.04634600505232811,,,
143,2339,,0.042020317167043686,0.8367504477500916,0.7501051425933838
143,2339,0.04276128485798836,,,
144,2373,,0.0411871038377285,0.8444191813468933,0.7514886260032654
144,2373,0.03763178735971451,,,
145,2407,,0.045451533049345016,0.8305355906486511,0.7478561997413635
145,2407,0.05018046498298645,,,
146,2441,,0.044839244335889816,0.832869291305542,0.7514266967773438
146,2441,0.04542822390794754,,,
147,2475,,0.04567870870232582,0.8231403827667236,0.7390180826187134
147,2475,0.041031766682863235,,,
148,2509,,0.04897226393222809,0.8194680213928223,0.7402195334434509
148,2509,0.044523935765028,,,
149,2543,,0.05403101444244385,0.8013887405395508,0.741956889629364
149,2543,0.040014952421188354,,,
150,2577,,0.05220070108771324,0.7959907054901123,0.7222233414649963
150,2577,0.04176122322678566,,,
151,2611,,0.04950253665447235,0.8146715760231018,0.744074285030365
151,2611,0.0440644808113575,,,
152,2645,,0.04686815291643143,0.8157747387886047,0.7478708624839783
152,2645,0.044047512114048004,,,
153,2679,,0.049500640481710434,0.8088576197624207,0.7294013500213623
153,2679,0.037671640515327454,,,
154,2713,,0.044668033719062805,0.826724648475647,0.7486028671264648
154,2713,0.03604969382286072,,,
155,2747,,0.05387857183814049,0.8205759525299072,0.7436418533325195
155,2747,0.038947656750679016,,,
156,2781,,0.042843420058488846,0.8328908681869507,0.7543469667434692
156,2781,0.045727066695690155,,,
157,2815,,0.047190938144922256,0.8191036581993103,0.7530094385147095
157,2815,0.04541980102658272,,,
158,2849,,0.05787583068013191,0.8037738800048828,0.7453300356864929
158,2849,0.037790097296237946,,,
159,2883,,0.0510479174554348,0.8153722286224365,0.7541847229003906
159,2883,0.045766569674015045,,,
160,2917,,0.04876117780804634,0.822169303894043,0.7525853514671326
160,2917,0.04631692171096802,,,
161,2951,,0.04989060014486313,0.8152527809143066,0.744753897190094
161,2951,0.04252165928483009,,,
162,2985,,0.04782235249876976,0.8144957423210144,0.7505970001220703
162,2985,0.04169529676437378,,,
163,3019,,0.046479593962430954,0.8208257555961609,0.7452661395072937
163,3019,0.0440358966588974,,,
164,3053,,0.0448044016957283,0.8272969722747803,0.7506685256958008
164,3053,0.0443727970123291,,,
165,3087,,0.044616442173719406,0.8270649313926697,0.7563748955726624
165,3087,0.04073124751448631,,,
166,3121,,0.043928321450948715,0.8295367956161499,0.7560146450996399
166,3121,0.036377616226673126,,,
167,3155,,0.04953450709581375,0.8144107460975647,0.751123309135437
167,3155,0.039289239794015884,,,
168,3189,,0.045213714241981506,0.8234630227088928,0.7542166709899902
168,3189,0.039024174213409424,,,
169,3223,,0.04650917276740074,0.8177778124809265,0.7475502490997314
169,3223,0.04240451753139496,,,
170,3257,,0.04762747883796692,0.8137025237083435,0.7470724582672119
170,3257,0.05223836749792099,,,
171,3291,,0.04518600553274155,0.8230591416358948,0.7523477077484131
171,3291,0.03470907732844353,,,
172,3325,,0.04466280713677406,0.8256500363349915,0.758359432220459
172,3325,0.04179557040333748,,,
173,3359,,0.04413749277591705,0.8273778557777405,0.7545596361160278
173,3359,0.03578582778573036,,,
174,3393,,0.044052138924598694,0.8283956050872803,0.7518143653869629
174,3393,0.03538932278752327,,,
175,3427,,0.04400882124900818,0.8298758268356323,0.754903256893158
175,3427,0.04079520329833031,,,
176,3461,,0.04380707070231438,0.8291885852813721,0.7573649287223816
176,3461,0.03475948050618172,,,
177,3495,,0.04367780312895775,0.8299417495727539,0.7534124851226807
177,3495,0.03594152256846428,,,
178,3529,,0.045601099729537964,0.8263146877288818,0.7503242492675781
178,3529,0.03562844172120094,,,
179,3563,,0.044103339314460754,0.8272876143455505,0.7545008659362793
179,3563,0.03986803814768791,,,
180,3597,,0.043954942375421524,0.8281702399253845,0.7545551657676697
180,3597,0.03769886866211891,,,
181,3631,,0.04555520415306091,0.8267415165901184,0.7519587278366089
181,3631,0.035691674798727036,,,
182,3665,,0.043928731232881546,0.8303208351135254,0.7595398426055908
182,3665,0.03705723211169243,,,
183,3699,,0.04323021322488785,0.8317042589187622,0.7617562413215637
183,3699,0.03810092434287071,,,
184,3733,,0.043490879237651825,0.8309741616249084,0.7600916624069214
184,3733,0.03970923274755478,,,
185,3767,,0.0430779829621315,0.8327423930168152,0.76365065574646
185,3767,0.040347810834646225,,,
186,3801,,0.04327751323580742,0.8320583701133728,0.7605981826782227
186,3801,0.04075896367430687,,,
187,3835,,0.04327860847115517,0.8314657807350159,0.7606997489929199
187,3835,0.04273422807455063,,,
188,3869,,0.04544863477349281,0.8288635611534119,0.7576306462287903
188,3869,0.043975602835416794,,,
189,3903,,0.04346832260489464,0.8344307541847229,0.7601478695869446
189,3903,0.025830725207924843,,,
190,3937,,0.04269227012991905,0.833943784236908,0.7609686851501465
190,3937,0.04260117933154106,,,
191,3971,,0.04348176345229149,0.8310091495513916,0.7561340928077698
191,3971,0.0335569754242897,,,
192,4005,,0.042475681751966476,0.835089921951294,0.7624134421348572
192,4005,0.04141540080308914,,,
193,4039,,0.05036542937159538,0.8102940320968628,0.7467780113220215
193,4039,0.03982896730303764,,,
194,4073,,0.04329734668135643,0.8318745493888855,0.7588282823562622
194,4073,0.03577840328216553,,,
195,4074,,0.0411871038377285,0.8444191813468933,0.7514886260032654
