epoch,step,train_mse,tuning_rank_regret,tuning_rank_spearman,val_loss,val_pearson_corr,val_rank_regret,val_rank_spearman,val_spearman_corr
101,2345,,0.09372235834598541,0.2997558116912842,0.1310897171497345,0.6913669109344482,0.03292262181639671,0.6111111044883728,0.8066298365592957
101,2345,0.053758472204208374,,,,,,,
102,2368,,0.09353800117969513,0.25927960872650146,0.05391011759638786,0.8002505898475647,0.0020569772459566593,0.6666666865348816,0.7962843179702759
102,2368,0.07464391738176346,,,,,,,
103,2391,,0.09309550374746323,0.27716729044914246,0.06718719005584717,0.7768892645835876,0.02892453968524933,0.6111111044883728,0.8070825338363647
103,2391,0.054944008588790894,,,,,,,
104,2414,,0.10702526569366455,0.2609890103340149,0.0460241436958313,0.8217136859893799,0.0020569772459566593,0.6666666865348816,0.8118109703063965
104,2414,0.06347166001796722,,,,,,,
105,2437,,0.10034312307834625,0.2904151380062103,0.07306823879480362,0.7679768800735474,0.00490150973200798,0.6111111044883728,0.7977430820465088
105,2437,0.06357581168413162,,,,,,,
106,2460,,0.09333821386098862,0.26050060987472534,0.0463048480451107,0.8234903216362,0.0020569772459566593,0.6666666865348816,0.8102683424949646
106,2460,0.05089641734957695,,,,,,,
107,2483,,0.09353800117969513,0.2729548215866089,0.048338472843170166,0.8108431696891785,0.0020569772459566593,0.6666666865348816,0.8008283376693726
107,2483,0.049489475786685944,,,,,,,
108,2506,,0.0819380134344101,0.32680097222328186,0.05155409500002861,0.7964221835136414,0.0020569772459566593,0.6666666865348816,0.7881521582603455
108,2506,0.04407238960266113,,,,,,,
109,2529,,0.09356886893510818,0.2806471288204193,0.05239119008183479,0.7949182987213135,0.02874894253909588,0.8333333134651184,0.7895941734313965
109,2529,0.0536901131272316,,,,,,,
110,2552,,0.08838949352502823,0.3273504376411438,0.06047368422150612,0.7948307991027832,0.0,0.9444444179534912,0.7994869351387024
110,2552,0.058014631271362305,,,,,,,
111,2575,,0.09356886893510818,0.26843711733818054,0.050680484622716904,0.8052135109901428,0.02874894253909588,0.8333333134651184,0.8008115291595459
111,2575,0.07288964092731476,,,,,,,
112,2598,,0.10674361139535904,0.23083028197288513,0.05835960432887077,0.7900115847587585,0.000175596316694282,0.7222222089767456,0.7915559411048889
112,2598,0.05971556156873703,,,,,,,
113,2621,,0.10736538469791412,0.20915751159191132,0.05138569325208664,0.7971024513244629,0.000175596316694282,0.7222222089767456,0.7912206053733826
113,2621,0.048737313598394394,,,,,,,
114,2644,,0.09371910244226456,0.2983516454696655,0.055029887706041336,0.7830228805541992,0.03292262181639671,0.6111111044883728,0.7887725234031677
114,2644,0.048639751970767975,,,,,,,
115,2667,,0.09375322610139847,0.2778388261795044,0.05920259654521942,0.7713840007781982,0.03387771546840668,0.3888888955116272,0.7785276770591736
115,2667,0.06134817376732826,,,,,,,
116,2690,,0.09577743709087372,0.29316240549087524,0.06149276718497276,0.7669723629951477,0.03387771546840668,0.3888888955116272,0.7781252264976501
116,2690,0.06097424402832985,,,,,,,
117,2713,,0.09334225207567215,0.27045178413391113,0.049774207174777985,0.8160393834114075,0.03292262181639671,0.6111111044883728,0.8020020127296448
117,2713,0.05623515695333481,,,,,,,
118,2736,,0.0921059176325798,0.20989011228084564,0.04342779517173767,0.8358108997344971,0.004173681139945984,0.7222222089767456,0.8085916042327881
118,2736,0.05545733496546745,,,,,,,
119,2759,,0.09354939311742783,0.2688644826412201,0.04926662892103195,0.8216000199317932,0.03292262181639671,0.6111111044883728,0.8065124750137329
119,2759,0.04561874642968178,,,,,,,
120,2782,,0.0935225635766983,0.27045178413391113,0.05077001079916954,0.8131999373435974,0.02874894253909588,0.8333333134651184,0.8022535443305969
120,2782,0.04870584234595299,,,,,,,
121,2805,,0.09408558160066605,0.2637973129749298,0.04999195784330368,0.805923342704773,0.03292262181639671,0.6111111044883728,0.8015493154525757
121,2805,0.05894719436764717,,,,,,,
122,2828,,0.09408536553382874,0.26941391825675964,0.04916806519031525,0.8083898425102234,0.004349277354776859,0.5,0.8008618354797363
122,2828,0.04361233860254288,,,,,,,
123,2851,,0.10688473284244537,0.23675213754177094,0.05098383501172066,0.8028554320335388,0.000175596316694282,0.7222222089767456,0.8001240491867065
123,2851,0.0498088113963604,,,,,,,
124,2874,,0.12537741661071777,0.2340048849582672,0.0486883707344532,0.8096176385879517,0.0,0.9444444179534912,0.7943058013916016
124,2874,0.04666538164019585,,,,,,,
125,2897,,0.11771319806575775,0.23766788840293884,0.0466122180223465,0.8277133703231812,0.004349277354776859,0.5,0.818752646446228
125,2897,0.054525211453437805,,,,,,,
126,2920,,0.12723711133003235,0.2332112342119217,0.06156061217188835,0.7848227024078369,0.00719380984082818,0.4444444477558136,0.8050704598426819
126,2920,0.05443296208977699,,,,,,,
127,2943,,0.10949403047561646,0.2550061047077179,0.07244706153869629,0.7686554193496704,0.03576715663075447,0.5555555820465088,0.7838093638420105
127,2943,0.06058184430003166,,,,,,,
128,2966,,0.10876670479774475,0.21770451962947845,0.05412298068404198,0.7916473150253296,0.0020569772459566593,0.6666666865348816,0.7904492616653442
128,2966,0.08616520464420319,,,,,,,
129,2989,,0.10723644495010376,0.178510382771492,0.05828160420060158,0.7804627418518066,0.0,0.9444444179534912,0.7836920022964478
129,2989,0.050054438412189484,,,,,,,
130,3012,,0.09544802457094193,0.2349816858768463,0.05517926439642906,0.7896457314491272,0.0,0.9444444179534912,0.775408923625946
130,3012,0.0635635182261467,,,,,,,
131,3035,,0.11233039945363998,0.18675214052200317,0.05247845873236656,0.7980255484580994,0.0,0.8888888955116272,0.7937692403793335
131,3035,0.04819345101714134,,,,,,,
132,3058,,0.10702525079250336,0.18473748862743378,0.05256074666976929,0.7949035167694092,0.000175596316694282,0.6666666865348816,0.8033434152603149
132,3058,0.06485694646835327,,,,,,,
133,3081,,0.10736672580242157,0.16202686727046967,0.0659913569688797,0.7591642141342163,0.001881380914710462,0.8888888955116272,0.7842956185340881
133,3081,0.04782535508275032,,,,,,,
134,3104,,0.10690948367118835,0.2242368757724762,0.05585869774222374,0.7802427411079407,0.02892453968524933,0.6111111044883728,0.7831386923789978
134,3104,0.06407371163368225,,,,,,,
135,3127,,0.10739780962467194,0.20952381193637848,0.06107247620820999,0.7733736634254456,0.02874894253909588,0.8333333134651184,0.7665724754333496
135,3127,0.04431061074137688,,,,,,,
136,3150,,0.08320252597332001,0.21587301790714264,0.09103938937187195,0.7258250713348389,0.031585413962602615,0.5,0.7567635774612427
136,3150,0.07713797688484192,,,,,,,
137,3173,,0.05210406333208084,0.39255189895629883,0.06606541574001312,0.754959225654602,0.02874894253909588,0.7777777910232544,0.770613431930542
137,3173,0.044180721044540405,,,,,,,
138,3196,,0.10730945318937302,0.21361416578292847,0.0677737444639206,0.7646718621253967,0.03292262181639671,0.6111111044883728,0.7848489880561829
138,3196,0.05195707827806473,,,,,,,
139,3219,,0.07349871844053268,0.2321733832359314,0.05592336878180504,0.7941240668296814,0.03292262181639671,0.5555555820465088,0.7781922817230225
139,3219,0.05583919212222099,,,,,,,
140,3242,,0.10059606283903122,0.20561660826206207,0.05248711630702019,0.7966715097427368,0.03292262181639671,0.6111111044883728,0.781394898891449
140,3242,0.04869785159826279,,,,,,,
141,3265,,0.10724733024835587,0.18308913707733154,0.05097268149256706,0.8058372735977173,0.03292262181639671,0.6111111044883728,0.7782761454582214
141,3265,0.04609055444598198,,,,,,,
142,3288,,0.07383107393980026,0.24389499425888062,0.056928884238004684,0.7897049784660339,0.03292262181639671,0.6111111044883728,0.7834405303001404
142,3288,0.04644634574651718,,,,,,,
143,3311,,0.08018124103546143,0.22277167439460754,0.05151892080903053,0.8027620911598206,0.03292262181639671,0.6111111044883728,0.7847148180007935
143,3311,0.05711956322193146,,,,,,,
144,3334,,0.08018124103546143,0.20293040573596954,0.04914325475692749,0.8064843416213989,0.03292262181639671,0.6111111044883728,0.7869448661804199
144,3334,0.05414803698658943,,,,,,,
145,3357,,0.07349909842014313,0.19798535108566284,0.04953143745660782,0.8056982159614563,0.03292262181639671,0.6111111044883728,0.7902815937995911
145,3357,0.04090696945786476,,,,,,,
146,3380,,0.07386232167482376,0.20164835453033447,0.051359936594963074,0.8025934100151062,0.03292262181639671,0.6111111044883728,0.7935177087783813
146,3380,0.038454338908195496,,,,,,,
147,3403,,0.08050378412008286,0.24242979288101196,0.049711935222148895,0.8133112192153931,0.03292262181639671,0.6111111044883728,0.7957645654678345
147,3403,0.0553811751306057,,,,,,,
148,3426,,0.07324723899364471,0.2489010989665985,0.05033125728368759,0.8086203336715698,0.02874894253909588,0.8333333134651184,0.7932326793670654
148,3426,0.05859394371509552,,,,,,,
149,3449,,0.07318916916847229,0.281501829624176,0.04938957840204239,0.8140081167221069,0.02874894253909588,0.8333333134651184,0.8000905513763428
149,3449,0.057258233428001404,,,,,,,
150,3472,,0.07386211305856705,0.2042735069990158,0.0512872189283371,0.806935727596283,0.03292262181639671,0.6111111044883728,0.7974077463150024
150,3472,0.055645231157541275,,,,,,,
151,3495,,0.09386807680130005,0.20244200527668,0.0509302094578743,0.8072584271430969,0.03292262181639671,0.6111111044883728,0.7932829856872559
151,3495,0.040163803845644,,,,,,,
152,3518,,0.07992938160896301,0.23376068472862244,0.04742404818534851,0.8141438364982605,0.03292262181639671,0.6111111044883728,0.7936853766441345
152,3518,0.05753270536661148,,,,,,,
153,3541,,0.09334909915924072,0.22051282227039337,0.04967208206653595,0.8069042563438416,0.03292262181639671,0.6111111044883728,0.7964687943458557
153,3541,0.04313291609287262,,,,,,,
154,3564,,0.09334889054298401,0.2211843729019165,0.0495612695813179,0.8046280741691589,0.02874894253909588,0.8333333134651184,0.7944399118423462
154,3564,0.04367240518331528,,,,,,,
155,3587,,0.10598159581422806,0.2311965823173523,0.057421766221523285,0.7884303331375122,0.02892453968524933,0.6111111044883728,0.7962172627449036
155,3587,0.04060906916856766,,,,,,,
156,3610,,0.08009792119264603,0.255921870470047,0.050040118396282196,0.8094074130058289,0.029879629611968994,0.3888888955116272,0.796820878982544
156,3610,0.0596153549849987,,,,,,,
157,3633,,0.08025800436735153,0.23296703398227692,0.05638839304447174,0.7992456555366516,0.031761009246110916,0.3333333432674408,0.7973909974098206
157,3633,0.03959404677152634,,,,,,,
158,3656,,0.07908555120229721,0.24566544592380524,0.053610410541296005,0.8043601512908936,0.02892453968524933,0.6111111044883728,0.7937524914741516
158,3656,0.04263758659362793,,,,,,,
159,3679,,0.07853405177593231,0.2541514039039612,0.05264652892947197,0.8068575859069824,0.02892453968524933,0.6111111044883728,0.796820878982544
159,3679,0.05348881706595421,,,,,,,
160,3702,,0.0801825225353241,0.1984737515449524,0.04873709753155708,0.8095785975456238,0.02874894253909588,0.8333333134651184,0.7959322333335876
160,3702,0.04892042651772499,,,,,,,
161,3725,,0.0801825225353241,0.1994505524635315,0.04833889380097389,0.8108317852020264,0.02874894253909588,0.8333333134651184,0.7975754141807556
161,3725,0.045148368924856186,,,,,,,
162,3748,,0.073541060090065,0.20274725556373596,0.048706140369176865,0.8109691143035889,0.029879629611968994,0.3888888955116272,0.7965525984764099
162,3748,0.05452672764658928,,,,,,,
163,3771,,0.073541060090065,0.21166056394577026,0.04978371039032936,0.8062729835510254,0.029879629611968994,0.3888888955116272,0.7995036840438843
163,3771,0.04341001808643341,,,,,,,
164,3794,,0.073541060090065,0.20775336027145386,0.04906425625085831,0.8073077201843262,0.029704032465815544,0.6111111044883728,0.7987323999404907
164,3794,0.04934629797935486,,,,,,,
165,3817,,0.0735003799200058,0.22649572789669037,0.051943354308605194,0.8016411662101746,0.029704032465815544,0.6111111044883728,0.7985647320747375
165,3817,0.04103151336312294,,,,,,,
166,3840,,0.073541060090065,0.21568986773490906,0.04878000169992447,0.8085808157920837,0.029704032465815544,0.6111111044883728,0.7986652851104736
166,3840,0.047409653663635254,,,,,,,
167,3863,,0.0735003799200058,0.20763126015663147,0.047898583114147186,0.8126563429832458,0.02874894253909588,0.8333333134651184,0.8000402450561523
167,3863,0.05859820172190666,,,,,,,
168,3886,,0.0735003799200058,0.22136752307415009,0.047555141150951385,0.8139300346374512,0.02874894253909588,0.8333333134651184,0.7980952262878418
168,3886,0.05200367048382759,,,,,,,
169,3909,,0.0735003799200058,0.22136752307415009,0.04770880937576294,0.8131122589111328,0.02874894253909588,0.8333333134651184,0.7983970642089844
169,3909,0.053183406591415405,,,,,,,
170,3932,,0.0735003799200058,0.22380952537059784,0.047406215220689774,0.8143134117126465,0.02874894253909588,0.8333333134651184,0.7998725771903992
170,3932,0.0485558845102787,,,,,,,
171,3955,,0.0735003799200058,0.22380952537059784,0.04752466082572937,0.8139104843139648,0.029704032465815544,0.6111111044883728,0.7997719645500183
171,3955,0.036351971328258514,,,,,,,
172,3978,,0.073541060090065,0.21446886658668518,0.04759097471833229,0.8133180141448975,0.02874894253909588,0.8333333134651184,0.7988665103912354
172,3978,0.03880196064710617,,,,,,,
173,4001,,0.0802232027053833,0.21275946497917175,0.04867524653673172,0.8090894818305969,0.02874894253909588,0.8333333134651184,0.7996042966842651
173,4001,0.051106251776218414,,,,,,,
174,4024,,0.0802232027053833,0.214407816529274,0.0495450422167778,0.805467426776886,0.02874894253909588,0.8333333134651184,0.7995372414588928
174,4024,0.041727133095264435,,,,,,,
175,4047,,0.0802232027053833,0.21184371411800385,0.05033067986369133,0.8034051060676575,0.02874894253909588,0.8333333134651184,0.7998390197753906
175,4047,0.03344947472214699,,,,,,,
176,4070,,0.07996946573257446,0.19670329988002777,0.048549238592386246,0.8149290680885315,0.02874894253909588,0.8333333134651184,0.8029745221138
176,4070,0.04268406331539154,,,,,,,
177,4093,,0.0802232027053833,0.18907204270362854,0.04988023266196251,0.8059998154640198,0.02892453968524933,0.6111111044883728,0.8028571605682373
177,4093,0.043820641934871674,,,,,,,
178,4094,,0.05210406333208084,0.39255189895629883,0.06606541574001312,0.754959225654602,0.02874894253909588,0.7777777910232544,0.770613431930542
