epoch,step,train_mse,val_loss,val_pearson_corr,val_spearman_corr
0,15,,0.16239120066165924,0.13755308091640472,0.13771845400333405
0,15,0.14685814082622528,,,
1,31,,0.14527630805969238,0.5033295750617981,0.5175641775131226
1,31,0.14704173803329468,,,
2,47,,0.14843089878559113,0.36847159266471863,0.3743969798088074
2,47,0.14582423865795135,,,
3,63,,0.14656656980514526,0.515282392501831,0.5317498445510864
3,63,0.14439140260219574,,,
4,79,,0.1342713087797165,0.5201374888420105,0.5322496294975281
4,79,0.13895538449287415,,,
5,95,,0.09704501181840897,0.5987018346786499,0.5514340996742249
5,95,0.1112254410982132,,,
6,111,,0.08970286697149277,0.628318727016449,0.5771663784980774
6,111,0.09003911912441254,,,
7,127,,0.0930904820561409,0.6242604851722717,0.5834130048751831
7,127,0.08634693175554276,,,
8,143,,0.09309936314821243,0.6351411938667297,0.5919896960258484
8,143,0.08017747849225998,,,
9,159,,0.10880570858716965,0.6037598252296448,0.6060830950737
9,159,0.09162364155054092,,,
10,175,,0.10034032166004181,0.6474462151527405,0.6177961230278015
10,175,0.07353802770376205,,,
11,191,,0.09542901813983917,0.6210614442825317,0.6306644082069397
11,191,0.06654930859804153,,,
12,207,,0.07910822331905365,0.6760042309761047,0.6318494081497192
12,207,0.08257788419723511,,,
13,223,,0.07943655550479889,0.6808958053588867,0.6356141567230225
13,223,0.07562436908483505,,,
14,239,,0.07829852402210236,0.686332106590271,0.6437304019927979
14,239,0.06861976534128189,,,
15,255,,0.09633219987154007,0.654945969581604,0.6529088616371155
15,255,0.06818775087594986,,,
16,271,,0.08445937931537628,0.675930917263031,0.6497501134872437
16,271,0.08266299217939377,,,
17,287,,0.07381699234247208,0.7003413438796997,0.655722439289093
17,287,0.07223232835531235,,,
18,303,,0.07721546292304993,0.7080196142196655,0.6598708629608154
18,303,0.0643298327922821,,,
19,319,,0.07988224178552628,0.7015692591667175,0.6725524067878723
19,319,0.06815720349550247,,,
20,335,,0.07025112956762314,0.7272248268127441,0.6814793348312378
20,335,0.07540023326873779,,,
21,351,,0.10872389376163483,0.6617617011070251,0.680200457572937
21,351,0.07046625018119812,,,
22,367,,0.06637893617153168,0.7394474148750305,0.6859068274497986
22,367,0.059502631425857544,,,
23,383,,0.07150078564882278,0.7317715883255005,0.6895290017127991
23,383,0.06335925310850143,,,
24,399,,0.07537882030010223,0.7233076691627502,0.6838974952697754
24,399,0.07827677577733994,,,
25,415,,0.07592416554689407,0.711854100227356,0.6740100383758545
25,415,0.06386248022317886,,,
26,431,,0.07217478007078171,0.7265260815620422,0.6897211074829102
26,431,0.0640573650598526,,,
27,447,,0.08194239437580109,0.7147552967071533,0.6935056447982788
27,447,0.06706944108009338,,,
28,463,,0.06448008120059967,0.753074049949646,0.6993102431297302
28,463,0.053208108991384506,,,
29,479,,0.06847643107175827,0.74969881772995,0.696459174156189
29,479,0.053370118141174316,,,
30,495,,0.083254873752594,0.7224372625350952,0.6976003050804138
30,495,0.05780813470482826,,,
31,511,,0.06451228260993958,0.7533000707626343,0.6972029805183411
31,511,0.06333576142787933,,,
32,527,,0.061082467436790466,0.7608968019485474,0.7052475214004517
32,527,0.060350239276885986,,,
33,543,,0.0699041411280632,0.7554442882537842,0.7075725793838501
33,543,0.060195934027433395,,,
34,559,,0.06698352843523026,0.7578005790710449,0.7042835354804993
34,559,0.06035526469349861,,,
35,575,,0.06329836696386337,0.7586748600006104,0.7029256820678711
35,575,0.06738743931055069,,,
36,591,,0.07451621443033218,0.7431029677391052,0.7107987403869629
36,591,0.05492867901921272,,,
37,607,,0.07124075293540955,0.749930739402771,0.7012842893600464
37,607,0.06715818494558334,,,
38,623,,0.06276062875986099,0.7547122240066528,0.6978635787963867
38,623,0.06136563792824745,,,
39,639,,0.06425227969884872,0.7568557262420654,0.7103610634803772
39,639,0.05873298645019531,,,
40,655,,0.0738709419965744,0.736262321472168,0.7133062481880188
40,655,0.05352115258574486,,,
41,671,,0.08473829925060272,0.7192725539207458,0.7050963640213013
41,671,0.06073512136936188,,,
42,687,,0.06495145708322525,0.7533628344535828,0.7099580764770508
42,687,0.05752398446202278,,,
43,703,,0.1004488617181778,0.6930694580078125,0.7022817134857178
43,703,0.0583357997238636,,,
44,719,,0.08272819966077805,0.740463376045227,0.715603232383728
44,719,0.059569790959358215,,,
45,735,,0.06609810143709183,0.7515357136726379,0.7216373682022095
45,735,0.05402559041976929,,,
46,751,,0.07860920578241348,0.7283275127410889,0.712973952293396
46,751,0.05274524912238121,,,
47,767,,0.07907049357891083,0.7110676169395447,0.7071452736854553
47,767,0.06293877959251404,,,
48,783,,0.06475561112165451,0.7621203064918518,0.7164455056190491
48,783,0.06066835671663284,,,
49,799,,0.0609738826751709,0.7655612826347351,0.7128121256828308
49,799,0.05526944622397423,,,
50,815,,0.06652645021677017,0.7594455480575562,0.7097454071044922
50,815,0.04709888622164726,,,
51,831,,0.08532646298408508,0.7266396284103394,0.719313383102417
51,831,0.05591076239943504,,,
52,847,,0.05934176221489906,0.7715153694152832,0.7218990325927734
52,847,0.05884619057178497,,,
53,863,,0.07483148574829102,0.7478494048118591,0.7182220220565796
53,863,0.053881991654634476,,,
