epoch,step,train_mse,val_loss,val_pearson_corr,val_spearman_corr
175,5983,,0.04048660770058632,0.8438573479652405,0.7699613571166992
175,5983,0.03939526900649071,,,
176,6017,,0.04385874792933464,0.8329787254333496,0.7629914879798889
176,6017,0.036391593515872955,,,
177,6051,,0.042133841663599014,0.8379145860671997,0.7567045092582703
177,6051,0.038336653262376785,,,
178,6085,,0.05017886683344841,0.8176999688148499,0.750464141368866
178,6085,0.0413796491920948,,,
179,6119,,0.04298803582787514,0.833696186542511,0.7556493282318115
179,6119,0.035087235271930695,,,
180,6153,,0.04533322528004646,0.8322561383247375,0.7614604830741882
180,6153,0.029171014204621315,,,
181,6187,,0.04211990907788277,0.8374500870704651,0.7577648162841797
181,6187,0.03172400966286659,,,
182,6221,,0.04132940247654915,0.8400187492370605,0.7633223533630371
182,6221,0.034096162766218185,,,
183,6255,,0.04243078455328941,0.8366677165031433,0.7614834904670715
183,6255,0.037680018693208694,,,
184,6289,,0.04214739054441452,0.8380999565124512,0.7612631320953369
184,6289,0.03161122649908066,,,
185,6323,,0.0416218526661396,0.839460015296936,0.7648962140083313
185,6323,0.03592228516936302,,,
186,6357,,0.04037510231137276,0.8432282209396362,0.7658172249794006
186,6357,0.040814805775880814,,,
187,6391,,0.04076726734638214,0.8431591391563416,0.7643609642982483
187,6391,0.028170937672257423,,,
188,6425,,0.041690558195114136,0.8423023223876953,0.7647601366043091
188,6425,0.03448043391108513,,,
189,6459,,0.04221634939312935,0.8367143869400024,0.7609041333198547
189,6459,0.03927929326891899,,,
190,6493,,0.04245375096797943,0.834904670715332,0.7594420909881592
190,6493,0.038476116955280304,,,
191,6527,,0.04704554006457329,0.8251427412033081,0.7587822675704956
191,6527,0.03568918630480766,,,
192,6561,,0.04294293373823166,0.8357493877410889,0.7608671188354492
192,6561,0.034692537039518356,,,
193,6595,,0.041636619716882706,0.8391902446746826,0.758274495601654
193,6595,0.033368922770023346,,,
194,6629,,0.04229347035288811,0.8359642028808594,0.7576983571052551
194,6629,0.034570351243019104,,,
195,6663,,0.04315730184316635,0.8331857323646545,0.7594344019889832
195,6663,0.03403957188129425,,,
196,6697,,0.042170774191617966,0.8361625075340271,0.757282555103302
196,6697,0.0331534706056118,,,
197,6731,,0.043641336262226105,0.8329411745071411,0.7586871385574341
197,6731,0.03678042069077492,,,
198,6765,,0.041755832731723785,0.8375415802001953,0.7594267725944519
198,6765,0.03402937576174736,,,
199,6799,,0.04224253073334694,0.8380627632141113,0.7601632475852966
199,6799,0.03661201894283295,,,
200,6833,,0.04482070729136467,0.8302860260009766,0.7605464458465576
200,6833,0.03154144436120987,,,
201,6867,,0.04358593374490738,0.8332573771476746,0.7615562677383423
201,6867,0.029969414696097374,,,
202,6901,,0.043943047523498535,0.8326613306999207,0.7603944540023804
202,6901,0.035951558500528336,,,
203,6935,,0.04314558207988739,0.8352664113044739,0.7616086602210999
203,6935,0.03580359369516373,,,
204,6969,,0.04197995364665985,0.8374541997909546,0.7616719007492065
204,6969,0.03196832165122032,,,
205,7003,,0.04303591698408127,0.8344727754592896,0.7604174613952637
205,7003,0.0379200279712677,,,
206,7037,,0.04279013350605965,0.835791826248169,0.7621835470199585
206,7037,0.034644242376089096,,,
207,7071,,0.04524308815598488,0.830367922782898,0.7611634731292725
207,7071,0.030402062460780144,,,
208,7105,,0.0425240695476532,0.8363547325134277,0.7617064118385315
208,7105,0.03609229624271393,,,
209,7139,,0.04381741210818291,0.832836389541626,0.761318027973175
209,7139,0.03622481971979141,,,
210,7173,,0.04172204062342644,0.8378021717071533,0.7623808979988098
210,7173,0.029938597232103348,,,
211,7207,,0.04327823594212532,0.8328928351402283,0.7609124779701233
211,7207,0.03917267546057701,,,
212,7241,,0.04219084233045578,0.835989236831665,0.7621464729309082
212,7241,0.03694134205579758,,,
213,7275,,0.042800284922122955,0.834287166595459,0.7605451941490173
213,7275,0.03281011804938316,,,
214,7309,,0.04352320358157158,0.8328295350074768,0.7606748342514038
214,7309,0.03445625305175781,,,
215,7310,,0.04037510231137276,0.8432282209396362,0.7658172249794006
