epoch,step,train_mse,val_loss,val_pearson_corr,val_spearman_corr
0,22,,0.15020941197872162,-0.24276021122932434,-0.20907072722911835
0,22,0.14451755583286285,,,
1,45,,0.15040576457977295,0.061813268810510635,0.05697604641318321
1,45,0.14997345209121704,,,
2,68,,0.14991790056228638,0.5130026340484619,0.5122086405754089
2,68,0.1434570848941803,,,
3,91,,0.14987891912460327,0.4576905369758606,0.4531804323196411
3,91,0.1452103853225708,,,
4,114,,0.14956600964069366,0.5273790955543518,0.5217761993408203
4,114,0.14508108794689178,,,
5,137,,0.13900376856327057,0.3396080732345581,0.3637996315956116
5,137,0.1418556421995163,,,
6,160,,0.14786279201507568,0.29644474387168884,0.27424460649490356
6,160,0.1350041627883911,,,
7,183,,0.14293025434017181,0.26203086972236633,0.14928218722343445
7,183,0.12973563373088837,,,
8,206,,0.13087810575962067,0.3725473880767822,0.43690529465675354
8,206,0.12957775592803955,,,
9,229,,0.14551347494125366,0.5952437520027161,0.5689656138420105
9,229,0.12704399228096008,,,
10,252,,0.09461221098899841,0.7112242579460144,0.6410175561904907
10,252,0.11211062967777252,,,
11,275,,0.07640869170427322,0.7480087280273438,0.7110115885734558
11,275,0.10991273820400238,,,
12,298,,0.15518270432949066,0.5450794100761414,0.6222826242446899
12,298,0.09190911799669266,,,
13,321,,0.0661163330078125,0.7482198476791382,0.6919057369232178
13,321,0.08754006773233414,,,
14,344,,0.10918087512254715,0.7130120396614075,0.6864277720451355
14,344,0.08431506901979446,,,
15,367,,0.08352537453174591,0.6833087801933289,0.6553558707237244
15,367,0.10064235329627991,,,
16,390,,0.06807737052440643,0.7556737661361694,0.7191153764724731
16,390,0.08952990919351578,,,
17,413,,0.11670836806297302,0.689941942691803,0.6934502124786377
17,413,0.07783984392881393,,,
18,436,,0.09136927872896194,0.6919052600860596,0.6583421230316162
18,436,0.08811037987470627,,,
19,459,,0.07137424498796463,0.7302451729774475,0.6806249618530273
19,459,0.07478831708431244,,,
20,482,,0.06989272683858871,0.7463089823722839,0.68427973985672
20,482,0.0625678226351738,,,
21,505,,0.06838876008987427,0.7554674744606018,0.6993410587310791
21,505,0.07821083068847656,,,
22,528,,0.06342155486345291,0.7614906430244446,0.698175847530365
22,528,0.06448231637477875,,,
23,551,,0.06639820337295532,0.7572646737098694,0.7002778053283691
23,551,0.04860005900263786,,,
24,574,,0.06250721216201782,0.7646697759628296,0.7013674974441528
24,574,0.06995104998350143,,,
25,597,,0.07168251276016235,0.7503404021263123,0.696304440498352
25,597,0.05970576032996178,,,
26,620,,0.06443142890930176,0.7567427754402161,0.6967047452926636
26,620,0.06695562601089478,,,
27,643,,0.06286698579788208,0.7620478272438049,0.7018725275993347
27,643,0.06215844675898552,,,
28,666,,0.060848418623209,0.7710306644439697,0.7114307284355164
28,666,0.0560196116566658,,,
29,689,,0.06565432995557785,0.7583584189414978,0.6987605690956116
29,689,0.07044154405593872,,,
30,712,,0.06408888846635818,0.7578215599060059,0.6948836445808411
30,712,0.06043155863881111,,,
31,735,,0.06345680356025696,0.7608759999275208,0.6965810656547546
31,735,0.06768522411584854,,,
32,758,,0.06426847726106644,0.7593547701835632,0.6996281147003174
32,758,0.0682007223367691,,,
33,781,,0.06255028396844864,0.7633315920829773,0.7019898891448975
33,781,0.06360400468111038,,,
34,804,,0.06718070805072784,0.7471247911453247,0.6874902248382568
34,804,0.06339927017688751,,,
35,827,,0.06383373588323593,0.7591277956962585,0.6963903903961182
35,827,0.06405165791511536,,,
36,850,,0.06668736785650253,0.7479358315467834,0.6869684457778931
36,850,0.04889247193932533,,,
37,873,,0.06441207230091095,0.7558460831642151,0.6935675740242004
37,873,0.058061521500349045,,,
38,896,,0.06474098563194275,0.7545347213745117,0.6928026676177979
38,896,0.05795925110578537,,,
39,919,,0.06926051527261734,0.7391438484191895,0.6850446462631226
39,919,0.05476081371307373,,,
40,942,,0.06364340335130692,0.759035587310791,0.6953823566436768
40,942,0.0674724206328392,,,
41,965,,0.06285885721445084,0.7625691890716553,0.6966376900672913
41,965,0.06041782349348068,,,
42,988,,0.06250034272670746,0.763697624206543,0.6974402666091919
42,988,0.06680348515510559,,,
43,1011,,0.0629761815071106,0.7615382671356201,0.6970610022544861
43,1011,0.05397038906812668,,,
44,1034,,0.06318426877260208,0.7607476115226746,0.6979977488517761
44,1034,0.05615292116999626,,,
45,1057,,0.06328690052032471,0.7604118585586548,0.6975953578948975
45,1057,0.06546472758054733,,,
46,1080,,0.06270565092563629,0.7626702785491943,0.6986746191978455
46,1080,0.061869170516729355,,,
47,1103,,0.06304748356342316,0.7613338232040405,0.6977168917655945
47,1103,0.052826374769210815,,,
48,1126,,0.06411781907081604,0.7578491568565369,0.6963086724281311
48,1126,0.04942477494478226,,,
49,1149,,0.06413258612155914,0.7579417824745178,0.6962918639183044
49,1149,0.06160664185881615,,,
50,1172,,0.06406324356794357,0.7581242918968201,0.696285605430603
50,1172,0.06640710681676865,,,
51,1195,,0.06391818076372147,0.7585979700088501,0.6969834566116333
51,1195,0.0598575733602047,,,
52,1218,,0.06373526901006699,0.7591500878334045,0.6975198984146118
52,1218,0.05681221932172775,,,
53,1241,,0.06365673243999481,0.759376585483551,0.6975702047348022
53,1241,0.06246820464730263,,,
54,1264,,0.06360489875078201,0.7595105767250061,0.6971343159675598
54,1264,0.05556119233369827,,,
55,1287,,0.06368175148963928,0.7592307925224304,0.6971280574798584
55,1287,0.05381230637431145,,,
56,1310,,0.06359321624040604,0.7595111131668091,0.6976372599601746
56,1310,0.04756603762507439,,,
